,포지션,회사명,지역명,경력,링크
856,개발팀 서버파트,비바이노베이션,서울 강남구 , 경력 5년 이상,/wd/256773
857,초음파 펄서 보드 개발,파인더스,경기 하남시 , 신입 이상,/wd/265427
858,웹개발자(프론트엔드),뉴로퓨전,경기 용인시 , 경력 3년 이상,/wd/265428
859,시계열 데이터 신호 분석 연구원 (하남),파인더스,경기 하남시 , 경력 3년 이상,/wd/265425
860,시계열 데이터 신호 분석 (구로),파인더스,서울 구로구 , 경력 2년 이상,/wd/265424
861,글로벌 명품 플랫폼 React 프론트엔드 엔지니어 (3년 이상),우노트레이딩,서울 강남구 , 경력 3년 이상,/wd/265423
862,Machine Learning Engineer (Tech Lead),몰로코,서울 강남구 , 경력 7년 이상,/wd/265414
863,DA / DBA,스카이월드와이드,서울 강남구 , 경력 1-20년,/wd/265419
864,DB Engineer,스카이월드와이드,서울 강남구 , 경력 1-20년,/wd/265415
865,백엔드 개발자 (리더급),스카이월드와이드,서울 강남구 , 경력 7-20년,/wd/265418
866,프론트엔드 개발자 (팀원급),스카이월드와이드,서울 강남구 , 경력 3-7년,/wd/265411
867,데이터 사이언티스트(팀원급),스카이월드와이드,서울 강남구 , 경력 3-6년,/wd/265407
868,시니어 백엔드 개발자,핀다(FINDA),서울 , 경력 10년 이상,/wd/265077
869,백엔드 개발자 (팀원급),스카이월드와이드,서울 강남구 , 경력 3-10년,/wd/265405
870,데이터 사이언티스트(리더급),스카이월드와이드,서울 강남구 , 경력 7-20년,/wd/265401
871,QA(팀원급),스카이월드와이드,서울 강남구 , 신입-경력 6년,/wd/265403
872,IT실 네트워크 및 보안 담당자(주니어/시니어),이롬넷,서울 강남구 , 경력 2년 이상,/wd/254540
873,QA엔지니어,마키나락스,서울 서초구 , 경력 9-20년,/wd/265200
874,Android Team Leader,여기어때컴퍼니,서울 강남구 , 경력 10-15년,/wd/265363
875,[개발] Back-end 개발자,더매니저,서울 강남구 , 경력 2-10년,/wd/265163
876,SQA실 테스트 담당자 (신입),파이오링크,서울 금천구 , 신입-경력 3년,/wd/251516
877,프론트엔드 개발자(2~4년),스터닝,서울 강남구 , 경력 2-4년,/wd/252735
878,[Tech] DevOps Engineer (3년 이상),위대한상상(요기요),서울 서초구 , 경력 3-7년,/wd/265348
879,QA 엔지니어 (2년차 이상),펫프렌즈,서울 강남구 , 경력 2-7년,/wd/258766
880,[Tech] Security Engineer (5년 이상),위대한상상(요기요),서울 서초구 , 경력 5-10년,/wd/265343
881,DRAM PHY Analog Engineer,오픈엣지테크놀로지,서울 강남구 , 경력 2-16년,/wd/240839
882,[NetsPresso] Product Manager,노타(Nota),서울 강남구 , 경력 5-10년,/wd/263687
883,임베디드 SW개발 (MCU 펌웨어 프로그래밍),그리드위즈,경기 성남시 , 경력 1년 이상,/wd/265324
884,전기차 충전기 하드웨어 개발,그리드위즈,경기 성남시 , 경력 3년 이상,/wd/265319
885,국제 표준 분석 및 소프트웨어 검증,그리드위즈,경기 성남시 , 경력 1년 이상,/wd/265321
886,임베디드 SW개발 (임베디드 리눅스 어플리케이션 개발),그리드위즈,경기 성남시 , 경력 3년 이상,/wd/265323
887,친환경 통신 모뎀 하드웨어 개발,그리드위즈,경기 성남시 , 경력 5년 이상,/wd/265318
888,웹어플리케이션 백엔드 개발(2년이상),이글루코퍼레이션,서울 송파구 , 경력 2-7년,/wd/265317
889,백엔드 (Back-end) 개발자,호패,서울 강남구 , 경력 2-25년,/wd/265316
890,커머스 풀스택 개발자,플렉스매치,서울 구로구 , 경력 2-10년,/wd/265278
891,백엔드 엔지니어,마키나락스,서울 서초구 , 경력 8-20년,/wd/265309
892,Technical Architect (7년 이상 / 과~차장급),라이나생명보험,서울 종로구 , 경력 7년 이상,/wd/265290
893,프론트엔드 개발자 (1년 이상),제이제이앤컴퍼니스,서울 마포구 , 경력 1년 이상,/wd/265287
894,프론트엔드 엔지니어 시니어,발란(BALAAN),서울 강남구 , 경력 7년 이상,/wd/254513
895,프론트엔드 개발자,알리콘,서울 성동구 , 경력 2년 이상,/wd/265268
896,방송 미디어 서버 개발자,픽셀스코프,서울 강남구 , 경력 3년 이상,/wd/265270
897,[프로그래머스] 백엔드 개발자(감독솔루션팀),그렙(프로그래머스),서울 서초구 , 신입-경력 3년,/wd/265264
898,프론트엔드(Front-end) 개발자,인피니티익스체인지코리아,서울 강남구 , 경력 5-10년,/wd/200133
899,블록체인 지갑 및 Defi 서비스 개발자,인피니티익스체인지코리아,서울 강남구 , 경력 2-8년,/wd/240091
900,Flutter 개발자,인피니티익스체인지코리아,서울 강남구 , 경력 5-10년,/wd/230172
901,Power Apps 개발자,인포유앤컴퍼니,서울 성동구 , 경력 2년 이상,/wd/242623
902,백엔드(Back-end) 개발자,인피니티익스체인지코리아,서울 강남구 , 경력 3-10년,/wd/240895
903,[딥테크] 하드웨어(H/W) 개발자 (3년 이상),카이트로닉스,서울 금천구 , 경력 3년 이상,/wd/265255
904,[챌린저스] QA Manager,화이트큐브,서울 강남구 , 경력 1-7년,/wd/245987
905,AI 백엔드 개발자,미디어윌네트웍스(알바천국),서울 강남구 , 경력 3-10년,/wd/265246
906,[챌린저스] 백엔드 개발자 (3년 이상),화이트큐브,서울 강남구 , 경력 3-10년,/wd/206658
907,웹개발자,미디어윌네트웍스(알바천국),서울 강남구 , 경력 3-10년,/wd/265243
908,백엔드 개발자(자동차 구독 신사업),화이트큐브,서울 강남구 , 경력 3-10년,/wd/255944
909,[챌린저스]백엔드개발자 (병역특례_산업기능요원),화이트큐브,서울 강남구 , 경력 2-10년,/wd/259862
910,MLOps 엔지니어,비멕스,부산 , 경력 3-7년,/wd/265233
911,SW 웹(Back-End / Front)개발자 (7년~10년) 파트장급,법틀,서울 성동구 , 경력 7-10년,/wd/260026
912,Python기반 AI(LLM) 소프트웨어 엔지니어,비알프레임,서울 강서구 , 신입-경력 7년,/wd/265197
913,Privacy Manager (개인정보보호 담당자),여기어때컴퍼니,서울 강남구 , 경력 5년 이상,/wd/264411
914,[병역특례] AI 관련 원천기술 연구 및 소프트웨어 개발자 (전문연구요원),심플랫폼,서울 금천구 , 신입,/wd/265184
915,"백엔드 파트장 (Java, Spring)",미스터블루,서울 강서구 , 경력 10-15년,/wd/265182
916,빅데이터 솔루션 SaaS 백엔드 개발자 (3~10년),로이드케이,경기 성남시 , 경력 3-10년,/wd/265175
917,빅데이터 솔루션 데이터 엔지니어 (5~13년),로이드케이,경기 성남시 , 경력 5-13년,/wd/265172
918,RPA 엔지니어 - 크롤러 개발,머스트핀테크,서울 강남구 , 경력 3-10년,/wd/264713
919,Flutter 모바일 앱 개발자 (신입/주니어),뉴마핏,서울 마포구 , 신입-경력 3년,/wd/265164
920,[개발] 프론트엔드 개발자,더매니저,서울 강남구 , 경력 1-10년,/wd/264062
921,"QA 엔지니어 (Appium, Selenium)",그래픽,서울 용산구 , 신입-경력 5년,/wd/265145
922,[뷰티테크]AI 노화분석 모델 개발,앙트러리얼리티,서울 성동구 , 경력 3년 이상,/wd/265144
923,[뷰티테크]AI 피부분석 모델 개발자,앙트러리얼리티,서울 성동구 , 경력 3년 이상,/wd/265143
924,웹 프론트엔드 개발자 (3년 이상),뉴스젤리(Newsjelly),서울 성동구 , 경력 3년 이상,/wd/238093
925,풀스택 웹 개발자 (책임급),뉴스젤리(Newsjelly),서울 성동구 , 경력 6년 이상,/wd/250015
926,프론트엔드 개발자(5년 이상),팩트블록(FactBlock),서울 서초구 , 경력 5-8년,/wd/261533
927,Mechanical Engineer,베어로보틱스코리아,서울 성동구 , 경력 4-10년,/wd/240494
928,"[인턴] Software Engineer, Mission Behavior",베어로보틱스코리아,서울 성동구 , 신입,/wd/252770
929,백엔드 개발자 - 서비스 (Senior),트래블월렛,서울 강남구 , 경력 3-7년,/wd/265111
930,Senior Software Engineer (App UI),베어로보틱스코리아,서울 성동구 , 경력 3-10년,/wd/252769
931,AI 엔지니어(NLP/LLM),미니레코드,서울 송파구 , 신입-경력 6년,/wd/265108
932,React Native 개발자,미니레코드,서울 송파구 , 경력 1-5년,/wd/265106
933,Java Back-End,미니레코드,서울 , 경력 3-6년,/wd/265107
934,[하이버] TECH 리더,뉴넥스(브랜디),서울 성동구 , 경력 10년 이상,/wd/263350
935,[GX 개발본부] 웹 백엔드 개발 (2~6년),자이언트스텝,서울 강남구 , 경력 2-6년,/wd/264979
936,[GX 개발본부] 웹 프론트엔드 개발,자이언트스텝,서울 강남구 , 경력 2-6년,/wd/264980
937,자율주행 Front-end SW Engineer,라이드플럭스,서울 영등포구 , 경력 3년 이상,/wd/265095
938,[서울] 자율주행 AD System Development Engineer,라이드플럭스,서울 영등포구 , 경력 4년 이상,/wd/265097
939,Senior Developer,폴센트,서울 구로구 , 경력 5-20년,/wd/264329
940,서버 엔지니어 (커스터머 트라이브),라포랩스(퀸잇),서울 강남구 , 경력 3-7년,/wd/257306
941,서버 엔지니어 (팔도감),라포랩스(퀸잇),서울 강남구 , 경력 2-7년,/wd/257253
942,[커머스프로덕션] 프론트엔드 개발자,미리디,서울 구로구 , 경력 3-10년,/wd/243992
943,솔루션 엔지니어(Solution Engineer),라플라스테크놀로지스,경기 성남시 , 경력 5-10년,/wd/263339
944,AI Solution Engineer,올거나이즈코리아(Allganize Korea),서울 강남구 , 신입-경력 6년,/wd/265063
945,글로벌 빅데이터 플랫폼 BI 백엔드 개발/운영 (Back-End),펑타이그레이터차이나(피티코리아),서울 강남구 , 경력 8-15년,/wd/249523
946,플랫폼 Back-End 개발/운영,펑타이그레이터차이나(피티코리아),서울 서초구 , 경력 8-10년,/wd/154140
947,쇼피파이(Shopify) 개발자,스마일드래곤,서울 금천구 , 경력 1년 이상,/wd/264679
948,Search Engineer,티맵모빌리티,서울 중구 , 경력 5년 이상,/wd/249889
949,[데이터플랫폼팀] Data Engineer,한국신용데이터(KCD),서울 강남구 , 경력 4년 이상,/wd/246539
950,백엔드 개발자 backend,에이치티비욘드,서울 송파구 , 경력 5-50년,/wd/265053
951,Mobile Engineer,리디(RIDI),서울 강남구 , 경력 7년 이상,/wd/265037
952,"Full Stack Software Engineer (Golang, Flutter)",리디(RIDI),서울 강남구 , 경력 5년 이상,/wd/265043
953,[디리토] Frontend Software Engineer,리디(RIDI),서울 강남구 , 경력 4-8년,/wd/265038
954,보안칩 응용기술 지원 전문가(HW),아이씨티케이,서울 강남구 , 경력 5-15년,/wd/265033
955,보안 솔루션 서버 개발,아이씨티케이,서울 강남구 , 경력 5-10년,/wd/265036
956,React Native Engineer,리디(RIDI),서울 강남구 , 경력 5-7년,/wd/265035
957,Backend Group Lead,리디(RIDI),서울 강남구 , 경력 15-20년,/wd/265032
958,Backend Team Lead,리디(RIDI),서울 강남구 , 경력 10-15년,/wd/265034
959,[디리토] Backend Software Engineer,리디(RIDI),서울 강남구 , 경력 4-8년,/wd/265030
960,Backend Software Engineer,리디(RIDI),서울 강남구 , 경력 7-12년,/wd/265031
961,SRE/DevOps Engineer,리디(RIDI),서울 강남구 , 경력 3년 이상,/wd/265029
962,Web Frontend DevOps Engineer,리디(RIDI),서울 강남구 , 경력 3-10년,/wd/265027
963,Senior Backend Engineer,리디(RIDI),서울 강남구 , 경력 7년 이상,/wd/265028
964,Full Stack Software Engineer,리디(RIDI),서울 강남구 , 경력 3년 이상,/wd/265025
965,[디리토] Full Stack Software Engineer,리디(RIDI),서울 강남구 , 경력 4-8년,/wd/265026
966,의료기기 System 개발,바텍이우홀딩스,경기 화성시 , 경력 4-20년,/wd/259817
967,QA Specialist,"브레이브모바일(숨고,Soomgo)",서울 강남구 , 경력 3-8년,/wd/124715
968,Mobile App Engineer (React Native),"브레이브모바일(숨고,Soomgo)",서울 강남구 , 경력 1-3년,/wd/228065
969,Sr. Back-end Engineer,"브레이브모바일(숨고,Soomgo)",서울 강남구 , 경력 7-8년,/wd/241189
970,QA Ops Engineer (Test Automation),씨제이올리브영(CJ올리브영),서울 용산구 , 경력 10년 이상,/wd/265014
971,Sr. Front-end Engineer,"브레이브모바일(숨고,Soomgo)",서울 강남구 , 경력 7-20년,/wd/258010
972,[29CM 프론트엔드팀] Frontend Engineer,무신사,서울 성동구 , 경력 7년 이상,/wd/229004
973,Front-end Engineer,"브레이브모바일(숨고,Soomgo)",서울 강남구 , 경력 4-10년,/wd/258521
974,보안칩 응용기술 지원 전문가(SW),아이씨티케이,서울 강남구 , 경력 7-15년,/wd/265006
975,SoC칩 개발자,아이씨티케이,서울 강남구 , 경력 5-10년,/wd/265004
976,하드웨어 엔지니어(회로설계),닷,서울 금천구 , 경력 3-6년,/wd/124026
977,백엔드 엔지니어,아하앤컴퍼니,서울 강남구 , 경력 5년 이상,/wd/263476
978,iOS 엔지니어,아하앤컴퍼니,서울 강남구 , 경력 2년 이상,/wd/263223
979,QA 엔지니어,아하앤컴퍼니,서울 강남구 , 경력 5-8년,/wd/264997
980,인프라 엔지니어,아하앤컴퍼니,서울 강남구 , 경력 2년 이상,/wd/263478
981,AI Research Scientist,아하앤컴퍼니,서울 강남구 , 신입,/wd/264990
982,SW 엔지니어 (3년 이상),카펜스트리트(에이콘3D),서울 강남구 , 경력 3년 이상,/wd/254304
983,프론트엔드 엔지니어 (신입~8년차),아이지에이웍스(IGAWorks),서울 용산구 , 신입-경력 8년,/wd/264753
984,QA Engineer,워시스왓(세탁특공대),서울 강남구 , 경력 2년 이상,/wd/264978
985,블록체인 노드 운영 DevOps,람다256,서울 서초구 , 경력 2-6년,/wd/264890
986,백엔드 개발자,해피문데이,서울 성동구 , 경력 3년 이상,/wd/264968
987,Back Office 시스템 개발자,넷마블,서울 구로구 , 경력 5년 이상,/wd/261067
988,프론트엔드 개발자,포토위젯,서울 강남구 , 경력 5년 이상,/wd/264969
989,글로벌 소프트웨어사 B2B 기술지원 팀 매니저,콘센트릭스서비스코리아CRM,서울 구로구 , 경력 3-10년,/wd/264747
990,flutter 앱 개발자,클래스유,서울 중구 , 신입-경력 10년,/wd/264948
991,iOS개발자,리비바이오,서울 강남구 , 경력 1-3년,/wd/264955
992,[대웅그룹] IT 서비스 Front-End 개발자 (5년이상),아이디에스앤트러스트,서울 강남구 , 경력 5-12년,/wd/264907
993,데이터분석엔지니어 (Data Analytics Engineer),콜로세움코퍼레이션,서울 강남구 , 경력 1년 이상,/wd/264953
994,[AI솔루션팀] Full-stack 개발자,크라우드웍스,서울 강남구 , 경력 5-10년,/wd/263637
995,프론트엔드 개발자 (React-Native & React),펄송,서울 강남구 , 경력 3-5년,/wd/251255
996,백엔드 개발(6년 이상),모두의연구소,서울 강남구 , 경력 6-15년,/wd/261356
997,기반기술 플랫폼 서비스 개발자,카카오뱅크(kakaobank),경기 성남시 , 경력 5-12년,/wd/264366
998,프론트엔드 개발자(6년 이상),모두의연구소,서울 강남구 , 경력 6년 이상,/wd/200970
999,Sr. Researcher (LLM),에이아이트릭스(AITRICS),서울 강남구 , 경력 5-12년,/wd/264931
1000,[백엔드] 개발자,제로더,서울 동대문구 , 경력 2-4년,/wd/264803
1001,[프론트엔드] 개발자,제로더,서울 동대문구 , 경력 2-4년,/wd/264802
1002,EDU 풀스택 개발자(4년 이상),구름,경기 성남시 , 경력 4-10년,/wd/264906
1003,ITSM 프로젝트 개발,브레인즈컴퍼니,서울 성동구 , 경력 5년 이상,/wd/264899
1004,프리세일즈 엔지니어,스마일샤크,서울 강남구 , 경력 5년,/wd/264860
1005,프로덕트 매니저(PM),니어스랩,서울 송파구 , 경력 3-10년,/wd/264888
1006,[Quality Assurance] QA Manager,노타(Nota),서울 강남구 , 경력 7년 이상,/wd/264859
1007,검색엔진 엔지니어 (3년 이상),워트인텔리전스,서울 서초구 , 경력 3-12년,/wd/257200
1008,데이터 엔지니어 (3년 이상),워트인텔리전스,서울 서초구 , 경력 3-12년,/wd/257199
1009,아틀라시안 개발,오픈소스컨설팅,서울 강남구 , 경력 3-12년,/wd/264851
1010,프론트엔드 개발자 (상품 카테고리),씨제이올리브영(CJ올리브영),서울 용산구 , 경력 5-12년,/wd/264848
1011,디지털물류플랫폼 QA 엔지니어,씨제이대한통운(CJ대한통운),서울 강남구 , 경력 7-10년,/wd/169389
1012,Software Engineer - Search (리더),놀유니버스,경기 성남시 , 경력 15년 이상,/wd/261501
1013,블록체인 코어 개발자,람다256,서울 서초구 , 경력 2-8년,/wd/258213
1014,기업부설연구소 로봇 소프트웨어 개발,레인보우로보틱스,대전 유성구 , 신입,/wd/264838
